지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,신소재공학과,8.25,10.75,15.55,10.18,12.63,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,심리치료학과,21.83,8.5,10.89,5.56,12.22,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,에너지공학과,12,8.38,6.88,6.69,10.25,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,의생명공학부,,,9.2,10.13,9.25,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,의예과,17.4,26.8,27.9,26.87,16.47,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,임상병리학과,26.83,11.75,12.33,14.22,29.78,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,제약공학과,19.25,10.33,8.44,8.44,9.63,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,치위생학과,25.33,11.5,9.78,6,14.22,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,치의예과,11.07,23.43,30.64,30.05,21,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,화학과,22.38,16.2,11.38,12.55,8.56,
충남,단국대(천안),자연,1.학생부종합,DKU인재전형,환경원예학전공,10.11,10.6,6.83,9.75,12.13,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,경영공학과,2.5,3,4,5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,녹지조경학전공,1.5,0,2,6,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,동물자원학전공,2,1,2,3.5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,물리학과,0.5,1.5,3.5,2.5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,미생물학전공,1,1,3.5,2,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,생명과학전공,2,3,4.33,2.67,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,수학과,1,1.5,2,2.5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,식량생명공학전공,1.5,1.5,3.5,2.5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,식품공학과,1.5,1.5,5.5,3,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,식품영양학과,1.5,2,7,5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,신소재공학과,2.33,2,7,3,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,심리치료학과,,3,5,4,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,에너지공학과,2.5,2.5,3,3,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,의생명공학부,,,4,2,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,제약공학과,,1,2,4,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,화학과,2,2,5.5,3.5,,
충남,단국대(천안),자연,1.학생부종합,고른기회학생전형,환경원예학전공,1.5,0,2,5,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),경영공학과,6,5,2,3.5,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),녹지조경학전공,2.5,7,2,1.67,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),동물자원학전공,7,6,3.33,2.33,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),물리학과,3.5,4,3,2,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),미생물학전공,6,3,1.67,2.67,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),생명과학전공,8,7,3,3,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),수학과,4.5,2.5,2,2.5,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),식량생명공학전공,5,5.5,2,2.33,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),식품공학과,4.5,4.33,1.67,2,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),식품영양학과,10.5,5,3,3,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),신소재공학과,6,5.33,4.33,2.67,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),심리치료학과,6.5,6.5,3,2,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),에너지공학과,4.5,4.33,2.33,2.33,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),의생명공학부,,,2.67,2,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),제약공학과,5,8,1.5,3,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),화학과,3.5,5,1.67,2,,
충남,단국대(천안),자연,1.학생부종합,기회균형선발(외),환경원예학전공,3.5,5.5,1.67,2.33,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),경영공학과,4.5,10,7,2.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),녹지조경학전공,4.5,4.5,5.5,5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),동물자원학전공,16,4,13.5,10.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),물리학과,,4,3.5,3.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),미생물학전공,,7,5,7,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),생명과학전공,,8,8,5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),수학과,5.5,6,8.5,2.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),식량생명공학전공,7,4.5,6.5,3,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),식품공학과,5.5,8.5,6.5,5.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),식품영양학과,5,7.5,7,6,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),신소재공학과,5.5,5.5,10.5,5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),심리치료학과,25,10,5.5,4.5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),에너지공학과,5,4.5,7,5,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),의생명공학부,,,7,7,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),제약공학과,5.5,5,8,13,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),화학과,7.5,5,9.33,7,,
충남,단국대(천안),자연,1.학생부종합,농어촌학생전형(외),환경원예학전공,4.5,4.5,4.5,4,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,경영공학과,4.5,4.5,8,8,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,녹지조경학전공,5,8,11,7,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,동물자원학전공,9,5,13,8.5,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,물리치료학과,16,38,37,13,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,물리학과,4,5,11,8,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,미생물학전공,5,6,8.5,7,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,생명과학전공,7.5,9.5,13,7.33,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,수학과,5.5,4,17,4,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,식량생명공학전공,4.5,6.5,6.5,10,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,식품공학과,6,6.5,12.5,4.5,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,식품영양학과,6,12.5,18,11.5,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,신소재공학과,6.5,12,10.5,8.5,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,심리치료학과,12,12,15,7,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,에너지공학과,9.5,6,9.67,6.67,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,의생명공학부,,,11,9,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,임상병리학과,22,8,22,18,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,제약공학과,6,4,10,9,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,치위생학과,11.5,11,18,10,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,화학과,8.5,6,9,12.5,,
충남,단국대(천안),자연,1.학생부종합,사회적배려대상자전형,환경원예학전공,4.5,8.5,15.5,8,,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,간호학과,10.51,5.16,7.69,6.23,6.86,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,경영공학과,6,5.95,5.1,8.05,5.67,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,녹지조경학전공,6,5.48,6.13,5.55,9.05,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,동물자원학전공,11.32,7.11,5.3,6.71,6.7,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,물리치료학과,8.81,6.72,12.94,8.33,12.33,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,물리학과,4.52,4.04,8.11,4.31,4.69,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,미생물학전공,7.38,4.59,7.05,5.37,4.84,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,생명과학전공,4.63,14.45,5.06,5.94,5.38,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,수학과,9.13,5.71,5.36,5.05,5.2,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,식량생명공학전공,5.5,4.48,8.83,4.38,9.05,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,식품공학과,8.79,4.75,5.43,4.38,6.2,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,식품영양학과,5.68,5.36,5.56,5.33,5.1,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,신소재공학과,6.13,6.2,7.44,7.43,6.48,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,심리치료학과,5.77,7.25,5.13,5.5,7.54,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,에너지공학과,14.67,5.92,8.49,5.21,8.9,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,의생명과학부,,,5.29,8.82,5.76,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,임상병리학과,13.5,6.06,6.59,7.6,8.36,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,제약공학과,5.37,4.26,5.19,4.71,8,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,치위생학과,7.5,3.74,9.61,10.13,6.33,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,화학과,4.64,4.33,7.21,4.88,4.33,
충남,단국대(천안),자연,2.학생부교과,학생부교과우수자전형,환경원예학전공,10.48,5.42,5.86,6.42,7.11,
충남,백석대,인문,1.학생부종합,지역인재 II 전형,"경상학부(경영학,회계학,
국제통상학)",,,,1.6,,
충남,백석대,인문,1.학생부종합,지역인재 II 전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",,,,2.8,,
충남,백석대,인문,1.학생부종합,지역인재 II 전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",,,,2.8,,
충남,백석대,인문,1.학생부종합,지역인재 II 전형,"어문학부(영어학,
일본어학,중국어학)",,,,1.6,,
충남,백석대,인문,1.학생부종합,지역인재 II 전형,유아교육과,,,,5,,
충남,백석대,인문,1.학생부종합,창의인재전형,"경상학부(경영학,회계학,
국제통상학)",5,7.2,5.4,3.5,2.4,
충남,백석대,인문,1.학생부종합,창의인재전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",,,5.4,7.27,1.93,
충남,백석대,인문,1.학생부종합,창의인재전형,"관광학부(관광경영학,호텔경영학)",11.8,8.2,3.7,2.77,1.43,
충남,백석대,인문,1.학생부종합,창의인재전형,글로벌호텔비즈니스,,,,1.9,1.5,
충남,백석대,인문,1.학생부종합,창의인재전형,"기독교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",3.2,2.3,2.32,1.24,0.65,
충남,백석대,인문,1.학생부종합,창의인재전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",5.86,6.84,6.14,5.64,2.27,
충남,백석대,인문,1.학생부종합,창의인재전형,"어문학부(영어학,
일본어학,중국어학)",,,4.9,3.3,2.4,
충남,백석대,인문,1.학생부종합,창의인재전형,유아교육과,26.92,17.92,17.92,12.67,10.75,
충남,백석대,인문,1.학생부종합,창의인재전형,유아특수교육과,6.67,8.67,5.6,3.17,2,
충남,백석대,인문,1.학생부종합,창의인재전형,특수교육과,9,11.75,4.83,5.67,3.67,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"경상학부(경영학,회계학,
국제통상학)",4.25,10.67,4.33,6.67,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"경찰학부(경찰행정학,
범죄학,교정보안학)",6.2,5.8,4.2,12.4,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"관광학부(관광경영학,호텔경영학)",4.4,11.6,6.75,5.25,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"기독교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",4,5.5,5,6.5,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",6.5,6.4,7.17,10.43,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),"어문학부(영어학,
일본어학,중국어학)",5.25,8.75,3.5,4.25,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),유아교육과,8.5,10,5.5,6.5,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),유아특수교육과,4,4,3,2,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),특수교육과,3.5,5.5,4,6,,
충남,백석대,인문,2.학생부교과,기초생활및차상위전형(외),항공서비스,,19,10,9,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),"경상학부(경영학,회계학,
국제통상학)",4,4.67,3,3.33,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),"경찰학부(경찰행정학,
범죄학,교정보안학)",4.4,4.4,7.8,2.8,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),"관광학부(관광경영학,호텔경영학)",3.8,10.75,3,5.6,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",3.8,3.4,7.57,3.29,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),"어문학부(영어학,
일본어학,중국어학)",5.5,4.33,3.33,3.33,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),유아교육과,11.5,7,32.5,2.5,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),특수교육과,3,7.5,4,4.5,,
충남,백석대,인문,2.학생부교과,농어촌학생전형(외),항공서비스,,17,13.83,9.17,,
충남,백석대,인문,2.학생부교과,백석인재전형,"경상학부(경영학,회계학,
국제통상학)",4.27,5.73,4.92,3.47,2.04,
충남,백석대,인문,2.학생부교과,백석인재전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",8.48,10.18,5.98,4.41,6.1,
충남,백석대,인문,2.학생부교과,백석인재전형,"관광학부(관광경영학,호텔경영학)",9.95,8.13,4.98,3.37,2.2,
충남,백석대,인문,2.학생부교과,백석인재전형,글로벌호텔비즈니스,,10.29,6.86,2.33,2.6,
충남,백석대,인문,2.학생부교과,백석인재전형,"기독교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",3.77,2.67,2.24,1.18,1.03,
충남,백석대,인문,2.학생부교과,백석인재전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",7.81,8.32,5.21,4.09,4.04,
충남,백석대,인문,2.학생부교과,백석인재전형,"어문학부(영어학,
일본어학,중국어학)",5.33,6.45,5.69,2.29,2.66,
충남,백석대,인문,2.학생부교과,백석인재전형,유아교육과,13.15,10.6,10.65,10.55,13.17,
충남,백석대,인문,2.학생부교과,백석인재전형,유아특수교육과,4.07,6.14,5.78,3.4,4.5,
충남,백석대,인문,2.학생부교과,백석인재전형,특수교육과,5.71,4.79,4.65,3.15,3.5,
충남,백석대,인문,2.학생부교과,백석인재전형,항공서비스,38.53,40.36,38.87,22.14,19.04,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"경상학부(경영학,회계학,
국제통상학)",,,4.7,3,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",4.6,10.6,8.2,4.4,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"관광학부(관광경영학,호텔경영학)",2.8,5.6,8.2,4.3,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,글로벌호텔비즈니스,,,6,3.67,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"기록교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",1.56,2.83,5.4,4,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",2.17,5.67,8.8,4.3,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,"어문학부(영어학,
일본어학,중국어학)",1.75,2.94,5.5,3.6,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,유아교육과,6.4,15.6,19.8,4.4,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,유아특수교육과,,,5.5,3,,
충남,백석대,인문,2.학생부교과,사회기여자및배려대상자전형,특수교육과,,,6.5,5.5,,
충남,백석대,인문,2.학생부교과,서해5도민전형(외),"경찰학부(경찰행정학,
범죄학,교정보안학)",1,0.67,0,1.33,,
충남,백석대,인문,2.학생부교과,서해5도민전형(외),"관광학부(관광경영학,호텔경영학)",0.3,0,0.67,0.33,,
충남,백석대,인문,2.학생부교과,서해5도민전형(외),항공서비스,,,1,2,,
충남,백석대,인문,2.학생부교과,일반전형,"경상학부(경영학,회계학,
국제통상학)",8.04,4.77,5.8,5.05,6.92,
충남,백석대,인문,2.학생부교과,일반전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",5.66,4.58,5.15,8.04,10.56,
충남,백석대,인문,2.학생부교과,일반전형,"관광학부(관광경영학,호텔경영학)",6.25,6.13,7.17,4.66,15,
충남,백석대,인문,2.학생부교과,일반전형,글로벌호텔비즈니스,,5.64,9.6,5.75,8.78,
충남,백석대,인문,2.학생부교과,일반전형,"기록교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",3.37,3.63,3.6,3.38,2.66,
충남,백석대,인문,2.학생부교과,일반전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",6.33,5.01,5.6,8.47,8.05,
충남,백석대,인문,2.학생부교과,일반전형,"어문학부(영어학,
일본어학,중국어학)",3.91,13.54,4.73,12.22,7.18,
충남,백석대,인문,2.학생부교과,일반전형,유아교육과,9.86,6.58,9.9,12.58,15.75,
충남,백석대,인문,2.학생부교과,일반전형,유아특수교육과,7.25,4,18.5,3.73,9.42,
충남,백석대,인문,2.학생부교과,일반전형,특수교육과,5.2,4.4,8.33,4.33,10.56,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"경상학부(경영학,회계학,
국제통상학)",4.35,3.65,3.15,5,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"경찰학부(경찰행정학,
범죄학,교정보안학)",5.9,4.6,4.1,5.8,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"관광학부(관광경영학,호텔경영학)",3.27,5.73,3.47,4.47,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,글로벌호텔비즈니스,,,,3,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"기록교학부(신학,미디어선교학,
기독교교육학,기독교상담학)",2.5,2.33,2,1.33,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",3.58,3.23,3.83,4.46,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,"어문학부(영어학,
일본어학,중국어학)",5,3.1,4.93,2.8,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,유아교육과,6,3.17,9,4.6,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,유아특수교육과,7.5,4,5,3.5,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,특수교육과,4,2.5,7.5,7,,
충남,백석대,인문,2.학생부교과,지역인재 I 전형,항공서비스,,17,15,14,,
충남,백석대,인문,2.학생부교과,특성화고교전형(외),"경상학부(경영학,회계학,
국제통상학)",8.25,8,7.5,4.5,,
충남,백석대,인문,2.학생부교과,특성화고교전형(외),"경찰학부(경찰행정학,
범죄학,교정보안학)",,,8.25,7.5,,
충남,백석대,인문,2.학생부교과,특성화고교전형(외),"관광학부(관광경영학,호텔경영학)",7.6,15.5,7.5,9.5,,
충남,백석대,인문,2.학생부교과,특성화고교전형(외),"사회복지학부(청소년학,아동복지학,
사회복지학,노인복지학)",6.75,4.25,9,4.5,,
충남,백석대,인문,2.학생부교과,특성화고교전형(외),항공서비스,,8,16.25,8.25,,
충남,백석대,자연,1.학생부종합,지역인재 II 전형,간호학과,,,,8,,
충남,백석대,자연,1.학생부종합,지역인재 II 전형,물리치료학과,,,,5.4,,
충남,백석대,자연,1.학생부종합,지역인재 II 전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,1,,
충남,백석대,자연,1.학생부종합,지역인재 II 전형,"컴퓨터공학부(소프트웨어학,멀티미
디어학, 정보보호학,인공지능학)",,,,1,,
충남,백석대,자연,1.학생부종합,창의인재전형,간호학과,23.58,16.17,11.9,15.55,13.46,
충남,백석대,자연,1.학생부종합,창의인재전형,물리치료학과,26.5,20.25,13.8,15.5,18.75,
충남,백석대,자연,1.학생부종합,창의인재전형,안경공학과,7,4.75,2,1.9,,
충남,백석대,자연,1.학생부종합,창의인재전형,응급구조학과,30.25,15.75,11.83,13.17,10.17,
충남,백석대,자연,1.학생부종합,창의인재전형,작업치료학과,11.75,7.5,3.3,3.92,4.8,
충남,백석대,자연,1.학생부종합,창의인재전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,1.9,0.84,
충남,백석대,자연,1.학생부종합,창의인재전형,치위생학과,29.75,7.75,6.63,10.13,7.63,
충남,백석대,자연,1.학생부종합,창의인재전형,"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",7.4,6.8,4.08,2.72,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),간호학과,7.25,4.75,22.25,7.5,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),물리치료학과,23.5,10,11,8.5,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),안경공학과,7.5,5,6.5,3.5,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),응급구조학과,6.33,6.33,6.33,6,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),작업치료학과,5,8,4.5,4.5,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),치위생학과,9,7.5,9.5,4,,
충남,백석대,자연,2.학생부교과,기초생활및차상위전형(외),"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",6,7.5,4.75,4.75,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),간호학과,5.5,4.8,7.2,4,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),물리치료학과,6.5,6.33,8,4,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),안경공학과,6,6,9,3,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),응급구조학과,17.33,4,7.33,6.33,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),작업치료학과,5.5,10.5,3.67,8,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),치위생학과,14.33,4.75,11.75,6.5,,
충남,백석대,자연,2.학생부교과,농어촌학생전형(외),"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",3.75,4.5,3.75,2.25,,
충남,백석대,자연,2.학생부교과,백석인재전형,간호학과,9.82,8.7,10.33,11.33,23.37,
충남,백석대,자연,2.학생부교과,백석인재전형,물리치료학과,14.7,11,14.5,14.25,20.8,
충남,백석대,자연,2.학생부교과,백석인재전형,안경공학과,7.29,6.36,4.79,2.86,,
충남,백석대,자연,2.학생부교과,백석인재전형,응급구조학과,19.43,7.55,10.62,10.8,13.73,
충남,백석대,자연,2.학생부교과,백석인재전형,작업치료학과,9.4,8.6,7,4.8,4.85,
충남,백석대,자연,2.학생부교과,백석인재전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,1.26,0.99,
충남,백석대,자연,2.학생부교과,백석인재전형,치위생학과,15.25,8.77,7.94,11.15,17.55,
충남,백석대,자연,2.학생부교과,백석인재전형,"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",4.89,5.56,4.08,1.72,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,간호학과,18,27,25.25,7.5,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,물리치료학과,10,27.67,37.5,11.5,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,안경공학과,4,3,7,11,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,응급구조학과,11,18.67,17,7.5,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,작업치료학과,9,8,12,7.5,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,1.73,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,치위생학과,10,10.33,17,8,,
충남,백석대,자연,2.학생부교과,사회기여자및배려대상자전형,"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",2.13,2.67,8.3,2,,
충남,백석대,자연,2.학생부교과,서해5도민전형(외),간호학과,2,3,2,3,,
충남,백석대,자연,2.학생부교과,서해5도민전형(외),물리치료학과,1,2,1,1,,
충남,백석대,자연,2.학생부교과,서해5도민전형(외),응급구조학과,2,1,0,1,,
충남,백석대,자연,2.학생부교과,서해5도민전형(외),"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",,0.5,0,0.33,,
충남,백석대,자연,2.학생부교과,일반전형,간호학과,4.62,6.86,5.87,7.18,11.53,
충남,백석대,자연,2.학생부교과,일반전형,물리치료학과,8.15,7.71,11.67,14.56,21.58,
충남,백석대,자연,2.학생부교과,일반전형,안경공학과,4.66,4,8.65,4.1,,
충남,백석대,자연,2.학생부교과,일반전형,응급구조학과,10.29,5.43,11.67,8.53,14.53,
충남,백석대,자연,2.학생부교과,일반전형,작업치료학과,4.4,7.69,4.24,9.94,11.07,
충남,백석대,자연,2.학생부교과,일반전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,2.9,6.36,
충남,백석대,자연,2.학생부교과,일반전형,치위생학과,9.93,5.28,8.47,6.63,16.53,
충남,백석대,자연,2.학생부교과,일반전형,"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",5.65,5.39,5.88,4.26,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,간호학과,4.43,14,5.6,5.6,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,물리치료학과,15.43,5.75,3.89,6.8,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,안경공학과,16.75,6.5,2.71,6.14,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,응급구조학과,7.5,5.25,18.67,5.67,,
