지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
충남,백석대,자연,2.학생부교과,지역인재 I 전형,작업치료학과,4.2,13.6,4.33,3.38,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,"첨단IT학부(빅데이터,핀테크,
IoT, AR/VR)",,,,1.8,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,치위생학과,10.6,5.2,4.83,8.83,,
충남,백석대,자연,2.학생부교과,지역인재 I 전형,"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",5.08,3.76,3.83,2.68,,
충남,백석대,자연,2.학생부교과,특성화고교전형(외),간호학과,12,11,8,10.25,,
충남,백석대,자연,2.학생부교과,특성화고교전형(외),물리치료학과,10,5,5,15.33,,
충남,백석대,자연,2.학생부교과,특성화고교전형(외),응급구조학과,7.5,9.5,5,7.33,,
충남,백석대,자연,2.학생부교과,특성화고교전형(외),치위생학과,5,3.5,3.33,5,,
충남,백석대,자연,2.학생부교과,특성화고교전형(외),"컴퓨터공학부(소프트웨어학,멀티미디어학, 정보보호학,인공지능학)",8.8,9.25,10.6,4.4,,
충남,상명대(천안),인문,1.학생부종합,고른기회전형,글로벌금융경영학부,12,7.33,2,3.6,,
충남,상명대(천안),인문,1.학생부종합,고른기회전형,글로벌지역학부,15.5,7,3,4.5,,
충남,상명대(천안),인문,1.학생부종합,고른기회전형,한국언어문화전공,,,,4,,
충남,상명대(천안),인문,1.학생부종합,상명인재전형,글로벌금융경영학부,4.14,15,11.1,12.8,8.1,
충남,상명대(천안),인문,1.학생부종합,상명인재전형,글로벌지역학부,5.95,9.55,10.53,10.33,15.17,
충남,상명대(천안),인문,1.학생부종합,상명인재전형,한국언어문화전공,6.75,14.75,5.5,8,7.17,
충남,상명대(천안),인문,1.학생부종합,특수교육대상자전형(외),글로벌금융경영학부,,,0.5,1,,
충남,상명대(천안),인문,2.학생부교과,농어촌학생전형(외),디자인학부,4,,5,5.6,,
충남,상명대(천안),인문,2.학생부교과,농어촌학생전형(외),예술학부,,,2.5,8.58,,
충남,상명대(천안),인문,2.학생부교과,농어촌학생전형(외),인문계열,,,1,2.54,,
충남,상명대(천안),인문,2.학생부교과,학생부교과전형,글로벌금융경영학부,3.54,17.67,14.84,4.97,9.46,
충남,상명대(천안),인문,2.학생부교과,학생부교과전형,글로벌지역학부,3.5,10.7,6.93,3.45,9.05,
충남,상명대(천안),인문,2.학생부교과,학생부교과전형,한국언어문화전공,3.73,5.9,5.11,5.69,6.82,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,간호학과,104.5,17.33,9,9.6,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,건설시스템공학과,,,,1.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,경영공학과,,,,2.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,그린스마트시티학과,,,,2.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,그린화학공학과,10,5,2,2.75,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,소프트웨어학과,,,,4.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,스마트정보통신공학과,14.67,4.5,2,1.4,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,시스템반도체공학과,,3,2,2,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,식물식품공학과,,,,4,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,전자공학과,,,,3.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,정보보안공학과,,5,2,1.33,,
충남,상명대(천안),자연,1.학생부종합,고른기회전형,휴먼지능로봇공학과,,5,1,2,,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,간호학과,27.2,36,13.5,12.3,34.1,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,건설시스템공학과,4.2,10.6,5,4.8,5.33,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,경영공학과,3.4,7,4.38,3.5,4.83,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,그린스마트시티학과,,,,4.88,10,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,그린화학공학과,3.6,17.2,6.25,15,7.43,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,소프트웨어학과,6.8,23.2,12,13,20.71,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,스마트정보통신공학과,3.9,8.78,5.7,7.5,6.9,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,시스템반도체공학과,4.2,5.2,3.75,3.5,5.17,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,식물식품공학과,5.8,17.4,5.25,13.25,9.17,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,전자공학과,5,8.6,3.63,4.75,6,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,정보보안공학과,6.2,12.2,7.63,7,7.86,
충남,상명대(천안),자연,1.학생부종합,상명인재전형,휴먼지능로봇공학과,5.8,14,7,5.13,7.57,
충남,상명대(천안),자연,2.학생부교과,농어촌학생전형(외),자연계열,,,6,3.65,,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,간호학과,21.6,5.83,10.26,9.29,9.27,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,건설시스템공학과,5.73,4.96,5.5,7.75,5.93,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,경영공학과,6.07,5.13,5.85,5,6.29,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,그린스마트시티학과,,,,4.83,7.27,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,그린화학공학과,3.35,6.28,5.31,4.69,6.14,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,소프트웨어학과,4.88,6.75,5.69,4.18,12.05,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,스마트정보통신공학과,11.04,5.82,6.64,4.11,6.18,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,시스템반도체공학과,3.68,6.13,5.1,3.6,6.48,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,식물식품공학과,4.4,4.64,7.18,4.39,7.53,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,전자공학과,4.29,7,6.35,4.22,12.11,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,정보보안공학과,4,6.89,5.08,4.05,6.47,
충남,상명대(천안),자연,2.학생부교과,학생부교과전형,휴먼지능로봇공학과,3.27,11.2,8.03,4.52,6.05,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,IT금융경영학과,2.2,1.4,1.4,1.4,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,경영학과,4.33,4,3,6.33,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,경제금융학과,1.75,1.5,1.75,1.5,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,관광경영학과,4,5,4.25,2.25,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,국제통상학과,1.8,1.6,2.2,2.2,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,글로벌문화산업학과,2.33,2.67,2.67,3.33,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,미디어커뮤니케이션학과,5.4,12,7.5,4.83,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,법학과,2,5.75,4,5.5,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,사회복지학과,4.5,8.8,6.17,6.17,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,영미학과,2,1.8,1.6,1.6,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,중국학과,1.25,2.4,1.8,2.6,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,청소년교육상담학과,5.5,9.5,7,7.5,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,한국문화콘텐츠학과,4,4.33,4.33,9.33,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,행정학과,3,4,1.75,4.25,,
충남,순천향대,인문,1.학생부종합,고른기회(종합)전형,회계학과,3,3.5,1,1.5,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,IT금융경영학과,3.18,4.25,4.17,3,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,경영학과,7.5,10.38,9.75,13.33,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,경제금융학과,2.56,3.86,5.71,2.86,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,경찰행정학과,18.4,17.1,22.1,16.7,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,관광경영학과,6.78,9.8,6.4,5.91,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,국제통상학과,3.77,5.08,4.85,2.85,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,글로벌문화산업학과,9.17,4.8,7.2,5.6,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,글로벌자유전공학과,3,6,4,9,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,미디어커뮤니케이션학과,9.23,14.92,20.23,14.23,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,법학과,5,10.83,10,7.86,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,사회복지학과,10.64,19.7,9.8,9.9,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,영미학과,3.18,4.9,4.5,4.18,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,유아교육과,16,19,13.8,11.5,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,중국학과,6.3,7.67,5.67,3.78,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,청소년교육상담학과,15.56,18,20.7,15.45,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,특수교육과,8.75,16.5,6.25,5.83,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,한국문화콘텐츠학과,6.29,14.57,9.86,13.88,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,행정학과,5,7.14,5.14,5.86,,
충남,순천향대,인문,1.학생부종합,일반학생(종합)전형,회계학과,2.71,4.33,3.83,3.6,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,IT금융경영학과,3,4,2.6,4.2,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,경영학과,4.4,5,5,6.5,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,경제금융학과,2,5,2.75,3,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,경찰행정학과,12,14.25,8,6.4,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,관광경영학과,5.83,8.43,6.14,5.14,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,국제통상학과,2.13,3.43,5,3.86,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,글로벌문화산업학과,6.25,3.8,6.6,4,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,미디어커뮤니케이션학과,6.78,10.56,8.13,6.88,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,법학과,5.17,8,8.2,7.2,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,사회복지학과,6.75,5.38,8.71,7.57,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,영미학과,2,2.5,2.83,2.83,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,유아교육과,10,20.6,8.8,7.83,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,중국학과,3.33,6.2,3.2,3.17,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,청소년교육상담학과,8.5,10,7,9.33,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,특수교육과,6.5,4.67,5,3.67,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,한국문화콘텐츠학과,6,8,7.2,7,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,행정학과,3,6.4,2.8,3,,
충남,순천향대,인문,1.학생부종합,지역인재(종합)전형,회계학과,3.33,3.5,3,2.33,,
충남,순천향대,인문,1.학생부종합,특성화고졸재직자전형(외),경영학과,0.73,1.73,0.53,0.47,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,IT금융경영학과,5.95,5.05,6.29,5.81,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,경영학과,5.22,7.05,6.11,6.59,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,경제금융학과,8.06,3.71,9.71,8.68,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,경찰행정학과,9.18,7.45,11.91,10.78,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,관광경영학과,5.38,4.13,16.88,5.93,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,국제통상학과,4.81,3.79,7.52,5.52,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,글로벌문화산업학과,16.67,3.78,27.89,7,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,미디어커뮤니케이션학과,7.85,4,16.13,6.62,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,법학과,9,5.14,4.79,7,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,사회복지학과,9.27,7.09,6.82,14,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,영미학과,3.67,5.41,4.18,4.2,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,유아교육과,8.43,5.95,6.42,12.65,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,중국학과,4,9.29,4.5,7.25,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,청소년교육상담학과,6.83,5.33,9.58,6.8,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,특수교육과,3.19,6.53,7.6,9.31,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,한국문화콘텐츠학과,4.67,6.8,5.78,4.71,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,행정학과,6.75,4.14,4.43,34.5,,
충남,순천향대,인문,2.학생부교과,일반학생(교과)전형,회계학과,30.2,6.6,6.9,7.63,,
충남,순천향대,자연,1.학생부종합,고른기회(종합)전형,빅데이터공학과,2.33,2.25,2,2,,
충남,순천향대,자연,1.학생부종합,고른기회(종합)전형,사물인터넷학과,2.25,1.8,2.2,2.2,,
충남,순천향대,자연,1.학생부종합,고른기회(종합)전형,스마트자동차학과,2,3.2,2.4,3,,
충남,순천향대,자연,1.학생부종합,고른기회(종합)전형,에너지시스템학과,2,2.5,1.25,1.75,,
충남,순천향대,자연,1.학생부종합,기초생활및차상위전형(외),간호학과,14,8.5,11,21.5,,
충남,순천향대,자연,1.학생부종합,기초생활및차상위전형(외),의예과,17,19.5,17.5,22,,
충남,순천향대,자연,1.학생부종합,농어촌학생전형(외),간호학과,8.5,29,11.5,10,,
충남,순천향대,자연,1.학생부종합,농어촌학생전형(외),의예과,9.5,8,7.5,10.5,,
충남,순천향대,자연,1.학생부종합,일반학생(종합)전형,간호학과,15,16.2,16.4,17.6,,
